Data;À vista R$;À vista US$
04/01/2016;1.277,22;315,52
05/01/2016;1.331,85;333,63
06/01/2016;1.300,03;323,55
07/01/2016;1.300,03;321,47
08/01/2016;1.300,03;322,27
11/01/2016;1.325,66;327,40
12/01/2016;1.285,95;318,30
13/01/2016;1.325,91;331,39
14/01/2016;1.322,11;331,02
15/01/2016;1.322,11;326,45
18/01/2016;1.327,42;329,30
19/01/2016;1.325,72;327,42
20/01/2016;1.319,28;320,53
21/01/2016;1.322,50;318,44
22/01/2016;1.319,32;321,24
25/01/2016;1.303,13;317,39
26/01/2016;1.341,07;329,91
27/01/2016;1.341,07;328,45
28/01/2016;1.377,04;338,17
29/01/2016;1.381,48;343,22
01/02/2016;1.381,48;347,98
02/02/2016;1.372,67;344,72
03/02/2016;1.372,67;349,99
04/02/2016;1.364,35;350,64
05/02/2016;1.367,34;349,43
10/02/2016;1.364,01;346,64
11/02/2016;1.345,00;338,19
12/02/2016;1.346,42;337,03
15/02/2016;1.361,41;341,04
16/02/2016;1.379,57;339,46
17/02/2016;1.375,49;346,04
18/02/2016;1.367,10;338,56
19/02/2016;1.355,86;335,69
22/02/2016;1.336,76;339,02
23/02/2016;1.343,03;339,15
24/02/2016;1.338,19;338,44
25/02/2016;1.340,31;340,09
26/02/2016;1.341,80;335,87
29/02/2016;1.348,56;337,48
01/03/2016;1.371,24;347,68
02/03/2016;1.381,49;354,96
03/03/2016;1.381,49;362,21
04/03/2016;1.393,29;369,67
07/03/2016;1.397,15;368,84
08/03/2016;1.396,05;371,98
09/03/2016;1.403,85;379,42
10/03/2016;1.383,43;379,85
11/03/2016;1.384,39;384,23
14/03/2016;1.377,80;378,00
15/03/2016;1.387,64;369,45
16/03/2016;1.382,63;368,80
17/03/2016;1.385,35;380,07
18/03/2016;1.400,37;390,08
21/03/2016;1.400,53;387,85
22/03/2016;1.406,69;391,73
23/03/2016;1.406,69;382,88
24/03/2016;1.413,13;382,96
28/03/2016;1.407,12;387,74
29/03/2016;1.398,46;384,93
30/03/2016;1.398,46;386,21
31/03/2016;1.369,67;380,04
01/04/2016;1.387,40;388,74
04/04/2016;1.385,51;384,54
05/04/2016;1.373,89;374,36
06/04/2016;1.377,86;377,70
07/04/2016;1.387,10;376,01
08/04/2016;1.358,96;377,17
11/04/2016;1.361,16;389,35
12/04/2016;1.406,45;400,35
13/04/2016;1.402,57;401,88
14/04/2016;1.413,60;405,97
15/04/2016;1.420,89;404,35
18/04/2016;1.414,18;392,39
19/04/2016;1.419,37;401,52
20/04/2016;1.421,70;402,75
22/04/2016;1.423,11;398,30
25/04/2016;1.395,15;393,00
26/04/2016;1.374,70;390,21
27/04/2016;1.368,35;388,51
28/04/2016;1.414,15;404,50
29/04/2016;1.423,61;413,96
02/05/2016;1.435,66;411,25
03/05/2016;1.414,13;396,67
04/05/2016;1.420,16;401,86
05/05/2016;1.376,45;388,17
06/05/2016;1.353,94;387,06
09/05/2016;1.344,85;381,41
10/05/2016;1.348,16;388,52
11/05/2016;1.342,64;389,62
12/05/2016;1.346,51;388,04
13/05/2016;1.345,36;382,10
16/05/2016;1.340,53;383,45
17/05/2016;1.341,77;384,68
18/05/2016;1.328,01;376,31
19/05/2016;1.346,69;374,60
20/05/2016;1.331,21;376,05
23/05/2016;1.331,81;371,91
24/05/2016;1.318,91;368,31
25/05/2016;1.316,02;365,87
27/05/2016;1.294,70;359,04
30/05/2016;1.288,54;360,43
31/05/2016;1.316,54;363,89
01/06/2016;1.328,24;369,67
02/06/2016;1.332,27;371,73
03/06/2016;1.338,83;379,59
06/06/2016;1.343,54;384,64
07/06/2016;1.336,73;387,57
08/06/2016;1.336,46;396,46
09/06/2016;1.332,55;392,39
10/06/2016;1.335,89;389,70
13/06/2016;1.330,45;382,42
14/06/2016;1.335,04;382,53
15/06/2016;1.324,62;382,40
16/06/2016;1.352,34;389,84
17/06/2016;1.371,51;400,79
20/06/2016;1.364,82;401,77
21/06/2016;1.371,32;403,21
22/06/2016;1.365,60;404,50
23/06/2016;1.365,60;407,76
24/06/2016;1.362,24;403,75
27/06/2016;1.367,50;402,56
28/06/2016;1.290,59;390,73
29/06/2016;1.289,05;398,35
30/06/2016;1.278,92;397,92
01/07/2016;1.282,78;397,02
04/07/2016;1.285,62;393,88
05/07/2016;1.283,29;388,76
06/07/2016;1.278,85;383,35
07/07/2016;1.284,46;382,51
08/07/2016;1.288,31;391,82
11/07/2016;1.280,48;386,97
12/07/2016;1.293,64;393,32
13/07/2016;1.300,29;396,67
14/07/2016;1.305,70;401,51
15/07/2016;1.303,02;400,68
18/07/2016;1.305,38;401,78
19/07/2016;1.301,16;399,50
20/07/2016;1.291,76;397,59
21/07/2016;1.288,25;392,28
22/07/2016;1.288,25;395,17
25/07/2016;1.299,11;394,87
26/07/2016;1.307,44;399,71
27/07/2016;1.300,37;398,27
28/07/2016;1.297,62;394,05
29/07/2016;1.287,93;397,63
01/08/2016;1.281,34;391,61
02/08/2016;1.272,30;389,32
03/08/2016;1.272,46;392,98
04/08/2016;1.278,39;399,62
05/08/2016;1.285,60;406,19
08/08/2016;1.292,10;408,25
09/08/2016;1.288,10;410,61
10/08/2016;1.288,10;412,46
11/08/2016;1.291,57;411,59
12/08/2016;1.286,08;403,54
15/08/2016;1.274,67;400,71
16/08/2016;1.271,17;399,11
17/08/2016;1.272,40;396,39
18/08/2016;1.260,95;389,30
19/08/2016;1.257,92;391,88
22/08/2016;1.258,25;392,83
23/08/2016;1.252,06;387,39
24/08/2016;1.251,84;388,29
25/08/2016;1.273,06;394,38
26/08/2016;1.264,03;386,55
29/08/2016;1.259,58;389,60
30/08/2016;1.296,29;399,47
31/08/2016;1.301,06;403,68
01/09/2016;1.294,13;398,44
02/09/2016;1.294,13;398,32
05/09/2016;1.308,27;399,11
06/09/2016;1.265,77;394,45
08/09/2016;1.307,69;407,25
09/09/2016;1.297,89;396,18
12/09/2016;1.281,77;395,00
13/09/2016;1.261,38;380,51
14/09/2016;1.255,37;376,08
15/09/2016;1.248,09;377,52
16/09/2016;1.233,27;377,84
19/09/2016;1.233,20;376,89
20/09/2016;1.217,92;374,52
21/09/2016;1.250,78;389,29
22/09/2016;1.257,51;390,65
23/09/2016;1.252,00;386,78
26/09/2016;1.245,65;383,75
27/09/2016;1.283,90;397,61
28/09/2016;1.281,81;397,46
29/09/2016;1.286,24;394,92
30/09/2016;1.286,70;395,79
03/10/2016;1.299,46;406,08
04/10/2016;1.260,38;387,21
05/10/2016;1.262,58;391,98
06/10/2016;1.264,94;392,35
07/10/2016;1.267,82;394,35
10/10/2016;1.264,50;394,66
11/10/2016;1.270,67;397,33
13/10/2016;1.270,52;399,66
14/10/2016;1.272,05;397,14
17/10/2016;1.291,19;402,99
18/10/2016;1.270,25;399,32
19/10/2016;1.257,68;396,74
20/10/2016;1.256,03;400,27
21/10/2016;1.245,96;393,67
24/10/2016;1.246,67;399,70
25/10/2016;1.254,67;403,69
26/10/2016;1.245,97;396,43
27/10/2016;1.242,26;393,99
28/10/2016;1.241,06;388,20
31/10/2016;1.238,64;388,90
01/11/2016;1.232,20;380,31
03/11/2016;1.227,53;379,34
04/11/2016;1.223,68;380,02
07/11/2016;1.227,61;383,03
08/11/2016;1.227,61;387,01
09/11/2016;1.227,61;381,96
10/11/2016;1.227,98;365,14
11/11/2016;1.239,48;363,70
14/11/2016;1.240,95;360,64
16/11/2016;1.240,95;362,00
17/11/2016;1.243,86;363,81
18/11/2016;1.227,30;363,00
21/11/2016;1.217,99;363,36
22/11/2016;1.239,85;369,22
23/11/2016;1.241,64;366,37
24/11/2016;1.241,64;366,37
25/11/2016;1.246,68;365,27
28/11/2016;1.250,37;369,60
29/11/2016;1.255,33;369,54
30/11/2016;1.248,21;368,64
01/12/2016;1.248,21;359,61
02/12/2016;1.233,99;356,23
05/12/2016;1.234,82;360,21
06/12/2016;1.230,59;361,19
07/12/2016;1.233,39;361,38
08/12/2016;1.228,84;363,13
09/12/2016;1.233,05;366,22
12/12/2016;1.230,84;367,85
13/12/2016;1.249,38;375,87
14/12/2016;1.253,48;375,18
15/12/2016;1.253,48;371,62
16/12/2016;1.264,32;372,84
19/12/2016;1.264,32;374,95
20/12/2016;1.262,90;377,32
21/12/2016;1.262,90;379,48
22/12/2016;1.262,52;382,92
23/12/2016;1.256,74;384,21
26/12/2016;1.256,84;383,65
27/12/2016;1.246,26;380,42
28/12/2016;1.246,26;379,73
29/12/2016;1.246,07;383,52
02/01/2017;1.236,25;376,33
03/01/2017;1.246,40;382,68
04/01/2017;1.230,38;381,87
05/01/2017;1.226,96;383,67
06/01/2017;1.226,96;380,81
09/01/2017;1.226,96;384,03
10/01/2017;1.226,96;384,15
11/01/2017;1.241,32;389,86
12/01/2017;1.246,72;393,16
13/01/2017;1.246,88;388,07
16/01/2017;1.246,88;385,32
17/01/2017;1.238,30;385,76
18/01/2017;1.244,86;386,72
19/01/2017;1.245,01;389,43
20/01/2017;1.245,01;391,76
23/01/2017;1.236,94;390,57
24/01/2017;1.231,45;388,59
25/01/2017;1.217,06;384,05
26/01/2017;1.235,13;388,53
27/01/2017;1.231,95;390,72
30/01/2017;1.239,87;397,78
31/01/2017;1.228,03;390,22
01/02/2017;1.228,23;390,04
02/02/2017;1.199,01;384,55
03/02/2017;1.205,26;387,04
06/02/2017;1.205,26;385,81
07/02/2017;1.206,79;386,55
08/02/2017;1.206,79;387,29
09/02/2017;1.205,26;385,07
10/02/2017;1.214,01;390,73
13/02/2017;1.214,01;390,23
14/02/2017;1.201,27;387,88
15/02/2017;1.201,27;391,81
16/02/2017;1.201,70;390,54
17/02/2017;1.195,14;386,53
20/02/2017;1.172,98;380,22
21/02/2017;1.181,41;382,58
22/02/2017;1.181,41;384,95
23/02/2017;1.192,34;389,65
24/02/2017;1.184,71;380,94
01/03/2017;1.164,16;376,26
02/03/2017;1.164,16;369,93
03/03/2017;1.145,53;367,75
06/03/2017;1.185,90;379,49
07/03/2017;1.161,15;372,76
08/03/2017;1.181,70;373,84
09/03/2017;1.165,03;364,87
10/03/2017;1.147,88;365,57
13/03/2017;1.134,02;359,78
14/03/2017;1.168,20;367,82
15/03/2017;1.161,00;372,83
16/03/2017;1.166,06;373,86
17/03/2017;1.162,58;375,15
20/03/2017;1.162,58;378,81
21/03/2017;1.122,97;364,13
22/03/2017;1.115,86;360,54
23/03/2017;1.110,42;354,09
24/03/2017;1.113,09;358,25
27/03/2017;1.112,11;355,19
28/03/2017;1.109,51;353,24
29/03/2017;1.111,30;356,41
30/03/2017;1.119,17;356,76
31/03/2017;1.133,98;362,64
03/04/2017;1.145,70;368,16
04/04/2017;1.147,54;370,41
05/04/2017;1.146,03;369,21
06/04/2017;1.142,52;363,28
07/04/2017;1.160,68;368,00
10/04/2017;1.160,68;370,23
11/04/2017;1.134,57;360,18
12/04/2017;1.139,04;361,83
13/04/2017;1.139,04;362,17
17/04/2017;1.130,55;364,34
18/04/2017;1.155,36;370,31
19/04/2017;1.155,36;367,95
20/04/2017;1.178,30;373,47
24/04/2017;1.197,88;383,20
25/04/2017;1.131,32;358,92
26/04/2017;1.092,47;344,08
27/04/2017;1.101,81;347,24
28/04/2017;1.101,81;347,24
02/05/2017;1.091,28;346,00
03/05/2017;1.118,29;354,34
04/05/2017;1.117,53;350,87
05/05/2017;1.117,53;352,09
08/05/2017;1.117,53;349,55
09/05/2017;1.110,28;348,82
10/05/2017;1.110,28;350,80
11/05/2017;1.091,44;346,27
12/05/2017;1.091,44;349,15
15/05/2017;1.100,14;353,97
16/05/2017;1.100,03;355,08
17/05/2017;1.097,09;351,52
18/05/2017;1.099,84;325,20
19/05/2017;1.099,84;337,38
22/05/2017;1.091,75;332,95
23/05/2017;1.080,22;331,05
24/05/2017;1.083,14;330,33
25/05/2017;1.082,38;329,09
26/05/2017;1.076,65;329,55
29/05/2017;1.082,16;330,94
30/05/2017;1.081,93;331,68
31/05/2017;1.080,25;333,72
01/06/2017;1.080,38;332,63
02/06/2017;1.085,21;333,81
05/06/2017;1.077,49;327,70
06/06/2017;1.092,22;333,09
07/06/2017;1.092,39;333,35
08/06/2017;1.102,02;337,73
09/06/2017;1.114,97;339,72
12/06/2017;1.113,89;336,22
13/06/2017;1.104,21;334,10
14/06/2017;1.097,01;333,54
16/06/2017;1.096,59;333,51
19/06/2017;1.096,59;333,41
20/06/2017;1.095,10;328,46
21/06/2017;1.094,31;328,62
22/06/2017;1.091,38;327,55
23/06/2017;1.072,73;321,27
26/06/2017;1.085,88;328,96
27/06/2017;1.083,69;326,61
28/06/2017;1.087,63;331,09
29/06/2017;1.093,07;330,93
30/06/2017;1.100,69;332,33
03/07/2017;1.100,78;333,57
04/07/2017;1.128,25;341,07
05/07/2017;1.128,25;342,52
06/07/2017;1.112,87;337,33
07/07/2017;1.125,90;342,84
10/07/2017;1.125,90;345,37
11/07/2017;1.127,00;346,34
12/07/2017;1.138,00;354,96
13/07/2017;1.138,00;354,30
14/07/2017;1.130,52;355,40
17/07/2017;1.130,52;355,28
18/07/2017;1.123,55;356,12
19/07/2017;1.115,65;354,62
20/07/2017;1.115,65;356,44
21/07/2017;1.122,16;357,60
24/07/2017;1.137,75;361,53
25/07/2017;1.118,91;353,08
26/07/2017;1.099,95;350,30
27/07/2017;1.102,07;349,09
28/07/2017;1.103,25;352,14
31/07/2017;1.098,16;352,43
01/08/2017;1.090,63;349,34
02/08/2017;1.090,63;349,34
03/08/2017;1.090,63;350,23
04/08/2017;1.086,65;347,73
07/08/2017;1.066,31;341,44
08/08/2017;1.077,05;344,77
09/08/2017;1.077,05;342,03
10/08/2017;1.079,56;340,77
11/08/2017;1.084,15;342,00
14/08/2017;1.080,85;338,72
15/08/2017;1.088,58;342,75
16/08/2017;1.087,20;345,03
17/08/2017;1.093,31;343,92
18/08/2017;1.090,72;346,81
21/08/2017;1.086,90;343,09
22/08/2017;1.087,29;343,32
23/08/2017;1.087,29;346,60
24/08/2017;1.087,29;345,83
25/08/2017;1.090,88;345,98
28/08/2017;1.093,18;345,83
29/08/2017;1.117,09;353,40
30/08/2017;1.117,09;353,62
31/08/2017;1.122,59;356,38
01/09/2017;1.124,45;357,76
04/09/2017;1.132,46;361,23
05/09/2017;1.145,41;367,35
06/09/2017;1.145,41;369,13
08/09/2017;1.149,12;371,64
11/09/2017;1.164,26;375,57
12/09/2017;1.177,79;376,41
13/09/2017;1.177,79;375,45
14/09/2017;1.184,66;380,19
15/09/2017;1.181,52;379,30
18/09/2017;1.181,52;377,24
19/09/2017;1.190,12;379,14
20/09/2017;1.190,12;379,99
21/09/2017;1.180,89;375,60
22/09/2017;1.187,47;379,87
25/09/2017;1.187,47;376,26
26/09/2017;1.179,92;372,33
27/09/2017;1.180,77;370,03
28/09/2017;1.180,77;371,20
29/09/2017;1.184,20;373,92
02/10/2017;1.184,14;375,44
03/10/2017;1.173,75;373,09
04/10/2017;1.171,36;374,24
05/10/2017;1.171,36;371,39
06/10/2017;1.175,02;372,20
09/10/2017;1.173,07;368,20
10/10/2017;1.181,46;371,65
11/10/2017;1.181,46;373,17
13/10/2017;1.162,92;369,06
16/10/2017;1.165,76;367,86
17/10/2017;1.188,84;375,26
18/10/2017;1.188,84;375,62
19/10/2017;1.186,07;373,56
20/10/2017;1.186,07;372,16
23/10/2017;1.185,94;367,73
24/10/2017;1.191,15;365,61
25/10/2017;1.191,15;367,30
26/10/2017;1.192,50;364,01
27/10/2017;1.192,68;367,54
30/10/2017;1.195,98;364,74
31/10/2017;1.194,55;364,75
01/11/2017;1.192,34;365,08
03/11/2017;1.193,90;361,79
06/11/2017;1.193,90;366,23
07/11/2017;1.198,46;365,27
08/11/2017;1.196,36;367,10
09/11/2017;1.191,75;366,13
10/11/2017;1.193,41;363,96
13/11/2017;1.188,05;360,56
14/11/2017;1.180,98;357,22
16/11/2017;1.192,44;363,99
17/11/2017;1.200,98;368,40
20/11/2017;1.201,46;368,28
21/11/2017;1.183,65;364,20
22/11/2017;1.185,71;366,53
23/11/2017;1.198,25;372,01
24/11/2017;1.196,09;370,42
27/11/2017;1.188,50;369,33
28/11/2017;1.191,61;371,10
29/11/2017;1.194,93;368,12
30/11/2017;1.186,69;362,13
01/12/2017;1.206,32;370,26
04/12/2017;1.206,32;371,98
05/12/2017;1.174,08;363,49
06/12/2017;1.172,09;361,64
07/12/2017;1.159,70;352,71
08/12/2017;1.151,16;348,84
11/12/2017;1.148,81;348,23
12/12/2017;1.174,37;352,98
13/12/2017;1.171,11;353,70
14/12/2017;1.173,19;351,15
15/12/2017;1.172,76;354,74
18/12/2017;1.165,70;353,57
19/12/2017;1.184,58;358,85
20/12/2017;1.196,79;363,66
21/12/2017;1.196,11;361,36
22/12/2017;1.195,56;359,03
26/12/2017;1.174,04;353,95
27/12/2017;1.165,08;351,88
28/12/2017;1.171,41;354,01
02/01/2018;1.148,75;352,38
03/01/2018;1.159,27;357,58
04/01/2018;1.151,65;356,88
05/01/2018;1.151,85;356,50
08/01/2018;1.151,85;356,17
09/01/2018;1.152,60;354,86
10/01/2018;1.151,79;356,81
11/01/2018;1.146,73;355,68
12/01/2018;1.145,78;357,16
15/01/2018;1.145,78;357,05
16/01/2018;1.134,47;351,34
17/01/2018;1.106,80;344,26
18/01/2018;1.111,66;346,20
19/01/2018;1.135,77;355,04
22/01/2018;1.143,81;356,55
23/01/2018;1.156,11;356,61
24/01/2018;1.167,59;367,51
25/01/2018;1.172,53;373,54
26/01/2018;1.158,64;368,29
29/01/2018;1.143,09;361,05
30/01/2018;1.144,80;360,34
31/01/2018;1.144,33;359,06
01/02/2018;1.146,15;361,68
02/02/2018;1.142,40;355,67
05/02/2018;1.138,52;350,85
06/02/2018;1.166,66;360,08
07/02/2018;1.188,24;362,49
08/02/2018;1.185,32;361,16
09/02/2018;1.191,60;360,22
14/02/2018;1.162,24;359,83
15/02/2018;1.166,55;360,38
16/02/2018;1.176,06;365,35
19/02/2018;1.176,06;363,65
20/02/2018;1.186,99;364,89
21/02/2018;1.194,54;367,44
22/02/2018;1.202,55;370,47
23/02/2018;1.218,79;376,05
26/02/2018;1.235,15;381,57
27/02/2018;1.213,83;373,83
28/02/2018;1.205,24;372,22
01/03/2018;1.207,10;370,73
02/03/2018;1.206,51;371,12
05/03/2018;1.200,54;369,74
06/03/2018;1.191,46;371,40
07/03/2018;1.189,29;366,50
08/03/2018;1.187,47;363,81
09/03/2018;1.192,47;366,91
12/03/2018;1.193,06;366,53
13/03/2018;1.185,49;363,20
14/03/2018;1.179,18;361,27
15/03/2018;1.168,05;354,92
16/03/2018;1.160,60;354,49
19/03/2018;1.171,16;356,30
20/03/2018;1.192,64;360,53
21/03/2018;1.191,58;364,29
22/03/2018;1.190,81;360,63
23/03/2018;1.202,12;362,74
26/03/2018;1.202,09;363,94
27/03/2018;1.206,60;362,34
28/03/2018;1.197,12;359,49
29/03/2018;1.202,25;364,21
02/04/2018;1.186,38;357,56
03/04/2018;1.188,64;356,31
04/04/2018;1.188,64;356,20
05/04/2018;1.174,55;351,35
06/04/2018;1.174,55;348,53
09/04/2018;1.163,08;341,98
10/04/2018;1.205,04;353,80
11/04/2018;1.203,10;356,05
12/04/2018;1.201,80;353,26
13/04/2018;1.202,21;351,22
16/04/2018;1.208,98;353,30
17/04/2018;1.199,15;352,28
18/04/2018;1.208,92;357,88
19/04/2018;1.208,91;356,72
20/04/2018;1.209,09;354,36
23/04/2018;1.192,62;345,89
24/04/2018;1.193,01;343,91
25/04/2018;1.186,89;340,37
26/04/2018;1.174,03;337,46
27/04/2018;1.178,15;340,31
30/04/2018;1.177,81;335,94
02/05/2018;1.183,07;333,45
03/05/2018;1.169,95;331,81
04/05/2018;1.168,62;331,80
07/05/2018;1.181,69;332,49
08/05/2018;1.166,99;326,80
09/05/2018;1.166,99;323,80
10/05/2018;1.166,36;328,92
11/05/2018;1.156,15;320,89
14/05/2018;1.147,07;316,43
15/05/2018;1.165,86;318,37
16/05/2018;1.165,86;316,98
17/05/2018;1.159,79;313,03
18/05/2018;1.161,33;310,27
21/05/2018;1.158,08;314,10
22/05/2018;1.174,28;322,60
23/05/2018;1.174,28;323,76
24/05/2018;1.173,67;321,91
25/05/2018;1.177,39;320,55
28/05/2018;1.177,39;315,06
29/05/2018;1.198,62;319,97
30/05/2018;1.198,62;320,49
01/06/2018;1.199,07;318,56
04/06/2018;1.199,07;320,61
05/06/2018;1.221,42;320,50
06/06/2018;1.222,93;320,31
07/06/2018;1.215,23;310,01
08/06/2018;1.214,54;326,75
11/06/2018;1.213,35;326,26
12/06/2018;1.193,22;321,10
13/06/2018;1.177,85;316,88
14/06/2018;1.171,35;308,49
15/06/2018;1.168,28;313,89
18/06/2018;1.169,30;311,98
19/06/2018;1.159,23;309,70
20/06/2018;1.147,31;303,76
21/06/2018;1.140,95;302,80
22/06/2018;1.140,95;302,16
25/06/2018;1.144,66;302,66
26/06/2018;1.141,70;300,76
27/06/2018;1.143,22;296,79
28/06/2018;1.145,20;296,53
29/06/2018;1.151,46;297,15
02/07/2018;1.147,54;293,41
03/07/2018;1.165,66;299,42
04/07/2018;1.186,80;303,37
05/07/2018;1.193,83;303,54
06/07/2018;1.180,51;302,23
09/07/2018;1.189,51;307,43
10/07/2018;1.179,29;310,50
11/07/2018;1.178,13;303,64
12/07/2018;1.173,06;301,94
13/07/2018;1.167,43;303,07
16/07/2018;1.164,04;301,49
17/07/2018;1.156,38;301,06
18/07/2018;1.161,03;302,90
19/07/2018;1.153,37;298,34
20/07/2018;1.157,18;306,05
23/07/2018;1.158,32;305,95
24/07/2018;1.153,52;308,10
25/07/2018;1.143,05;308,43
26/07/2018;1.150,24;307,47
27/07/2018;1.143,26;307,91
30/07/2018;1.137,71;305,18
31/07/2018;1.148,99;306,07
01/08/2018;1.151,12;306,64
02/08/2018;1.153,19;306,95
03/08/2018;1.162,55;313,78
06/08/2018;1.163,65;312,05
07/08/2018;1.164,19;309,38
08/08/2018;1.167,85;309,77
09/08/2018;1.177,27;309,81
10/08/2018;1.176,15;304,86
13/08/2018;1.187,25;304,34
14/08/2018;1.192,06;308,34
15/08/2018;1.191,99;305,56
16/08/2018;1.177,43;301,75
17/08/2018;1.175,71;300,00
20/08/2018;1.166,04;294,60
21/08/2018;1.166,70;290,01
22/08/2018;1.180,24;290,84
23/08/2018;1.164,84;283,07
24/08/2018;1.159,44;282,52
27/08/2018;1.158,72;283,65
28/08/2018;1.151,04;277,76
29/08/2018;1.146,00;278,29
30/08/2018;1.151,11;276,71
31/08/2018;1.146,48;281,83
03/09/2018;1.150,92;277,40
04/09/2018;1.148,71;276,46
05/09/2018;1.148,81;278,03
06/09/2018;1.139,64;276,95
10/09/2018;1.147,72;280,27
11/09/2018;1.135,68;273,00
12/09/2018;1.135,68;273,86
13/09/2018;1.136,79;270,79
14/09/2018;1.136,79;272,94
17/09/2018;1.146,77;278,34
18/09/2018;1.160,49;280,92
19/09/2018;1.160,35;281,30
20/09/2018;1.157,05;283,87
21/09/2018;1.156,65;286,30
24/09/2018;1.162,05;284,68
25/09/2018;1.158,19;283,66
26/09/2018;1.151,30;286,04
27/09/2018;1.146,37;287,53
28/09/2018;1.143,82;282,91
01/10/2018;1.144,89;284,80
02/10/2018;1.150,05;292,63
03/10/2018;1.160,47;297,71
04/10/2018;1.155,99;297,09
05/10/2018;1.158,60;299,77
08/10/2018;1.158,60;308,06
09/10/2018;1.164,70;313,93
10/10/2018;1.165,64;310,18
11/10/2018;1.169,41;310,19
15/10/2018;1.171,67;313,61
16/10/2018;1.200,97;322,84
17/10/2018;1.200,97;326,17
18/10/2018;1.200,88;323,78
19/10/2018;1.200,88;323,78
22/10/2018;1.205,29;326,64
23/10/2018;1.227,80;332,02
24/10/2018;1.221,31;327,08
25/10/2018;1.224,06;330,83
26/10/2018;1.218,03;333,89
29/10/2018;1.221,22;329,26
30/10/2018;1.205,86;326,35
31/10/2018;1.209,11;325,99
01/11/2018;1.212,73;328,83
05/11/2018;1.215,20;326,76
06/11/2018;1.216,63;324,09
07/11/2018;1.214,57;324,66
08/11/2018;1.224,11;327,04
09/11/2018;1.224,11;327,65
12/11/2018;1.219,42;325,18
13/11/2018;1.208,38;316,33
14/11/2018;1.201,75;317,25
16/11/2018;1.208,19;323,39
19/11/2018;1.219,36;324,04
20/11/2018;1.261,34;335,54
21/11/2018;1.261,34;333,25
22/11/2018;1.261,84;331,63
23/11/2018;1.245,79;326,47
26/11/2018;1.244,96;318,89
27/11/2018;1.235,62;317,89
28/11/2018;1.240,61;322,99
29/11/2018;1.241,54;322,23
30/11/2018;1.245,68;322,88
03/12/2018;1.254,12;327,53
04/12/2018;1.256,79;325,59
05/12/2018;1.254,97;324,36
06/12/2018;1.256,34;323,05
07/12/2018;1.257,74;323,99
10/12/2018;1.262,48;321,81
11/12/2018;1.247,81;318,64
12/12/2018;1.249,91;324,65
13/12/2018;1.246,61;321,54
14/12/2018;1.248,57;319,90
17/12/2018;1.235,06;317,09
18/12/2018;1.268,03;325,05
19/12/2018;1.260,66;325,42
20/12/2018;1.270,10;329,81
21/12/2018;1.263,04;324,60
26/12/2018;1.235,00;315,45
27/12/2018;1.223,33;313,84
28/12/2018;1.225,47;316,25
02/01/2019;1.199,39;314,39
03/01/2019;1.222,07;325,37
04/01/2019;1.274,30;343,11
07/01/2019;1.274,30;341,73
08/01/2019;1.267,36;341,61
09/01/2019;1.247,41;338,51
10/01/2019;1.263,75;339,81
11/01/2019;1.223,51;329,34
14/01/2019;1.233,95;333,86
15/01/2019;1.229,94;329,83
16/01/2019;1.212,80;325,23
